Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight,Stage of Life
M,0.6274823462528372,0.5223649464692972,0.13927649259281,0.9478151369891756,0.3851307878692316,0.1887901965356066,0.2978464553898513,Adult
M,0.6026045898267045,0.4174524230546152,0.1250818306016042,0.653286872666257,0.2654535448482242,0.1301246965485032,0.2052923315768779,Adult
F,0.2324616144062514,0.3847080461849645,0.171693167629789,0.3187908251363057,0.1295359789676265,0.0634982289082377,0.1001785195995861,Adult
F,0.5075202720048108,0.6615977951308009,0.1058921298667951,0.7382125229650307,0.299961838009454,0.1470405798100329,0.2319798183303804,Adole
M,0.4816356700995549,0.66819072911872,0.1370396635055431,0.9156629756639916,0.3720662284001753,0.1823859805458641,0.2877427896958753,Adult
M,0.6256765676600506,0.3960315345820465,0.1932851778267232,0.9943710954316224,0.4040481191664543,0.1980634273601038,0.3124764466805669,Adult
M,0.650256875511635,0.5270458801830646,0.1307669809396143,0.93046866969057,0.3780823051464492,0.1853350470632052,0.2923954095088604,Adult
M,0.3342506042631724,0.4634701381288587,0.1626949828078287,0.5232851377254198,0.2126292454166111,0.1042303505609366,0.1644398969242105,Adult
F,0.6325584348039525,0.4607116016230509,0.1403562318108593,0.8492426198195335,0.3450772903903966,0.1691560673017339,0.2668705048146196,Adult
M,0.5171211534469512,0.5018875629674368,0.1901386045212339,1.0245645396826497,0.416316782663244,0.2040774970365447,0.3219645947330939,Adult
F,0.5366667766362132,0.5404895565518396,0.1528030699906515,0.9202257430255616,0.3739202420366399,0.1832948136223999,0.2891766179102348,Adult
M,0.5899813258812125,0.478520719838651,0.1403433307503506,0.8226234276148198,0.3342609718213453,0.1638539336558093,0.2585055486811899,Adult
F,0.4957941032295404,0.4767232524731293,0.1698182117260074,0.8333400170637435,0.3386155008604634,0.1659885134375593,0.261873186585106,Adult
M,0.5727062713634916,0.5194810814411168,0.127086884244249,0.7850054800809133,0.3189754702437077,0.1563610171248999,0.2466842853411601,Adult
F,0.6144897143004603,0.475025577691951,0.109348937429143,0.662699222749907,0.2692781153387655,0.1319994919097578,0.2082501183856103,Adole
F,0.6926466880563693,0.6646733311993549,0.1603605598313239,1.5328083618793442,0.6228342099899169,0.3053118489011084,0.4816778288938648,Adult
M,0.3810152991377454,0.4648948555371674,0.1501506159406159,0.5521976503632928,0.2243774211282534,0.1099892783625978,0.1735255182331926,Adult
I,0.5403035279693472,0.5515628465978661,0.1340736815533663,0.8295577479765417,0.3370786312572676,0.1652351436120977,0.2606846262878605,Adult
F,0.5318702518704239,0.3610708500883096,0.1410854176660199,0.56253628196397,0.2285783725358315,0.1120485747545095,0.1767743846583744,Adult
F,0.4177716933898147,0.4475856031761543,0.1547474928025831,0.6007710850840422,0.2441145243390565,0.1196643594300617,0.1887894919692976,Adult
F,0.3893109585986001,0.4082846608881488,0.1578480892723385,0.5209179265559529,0.2116673638564097,0.1037588385070728,0.1636960119318007,Adult
M,0.4593729708738736,0.4346393003705195,0.1860330363067956,0.7711782755979373,0.3133569883808058,0.1536068506740755,0.2423391512717808,Adult
M,0.5248238330468167,0.4270936069257137,0.2020101904514348,0.9401132612296558,0.3820012435482184,0.1872561013501768,0.2954261771042428,Adult
I,0.6050405827179319,0.4050354100765307,0.1186829937529027,0.6038600139982307,0.2453696653259081,0.1202796265576228,0.1897601733734424,Adole
M,0.4208593562679662,0.3044039698518175,0.1588590118542171,0.4225415651812395,0.1716935714095981,0.0841637804903933,0.1327817023938807,Adole
F,0.5019808084661844,0.3966452002461516,0.1640800958101965,0.6782901327837777,0.2756132530999295,0.135104961378006,0.2131494886411241,Adult
F,0.7268661112425436,0.5535331803424424,0.1390257099655336,1.1613509592104176,0.4718979392270499,0.2313232478356736,0.3649490846529675,Adult
I,0.4605065145854151,0.2619420137193954,0.1145596702102055,0.2869082102867156,0.1165809457579235,0.0571477024304231,0.0901595576196418,Adole
M,0.4636437761304569,0.3624854700056684,0.142364914136422,0.496761910906931,0.2018519209755945,0.0989473317438631,0.156105097462701,Adult
F,0.4119107490297051,0.3605490380977898,0.1182754743466528,0.364697214596679,0.1481893674303465,0.072642075582806,0.1146043868883825,Adult
M,0.5325219222658374,0.2611863103105278,0.155178385615375,0.4481149283945758,0.1820849326977336,0.0892576010875814,0.1408180116785006,Adole
F,0.5118752286955768,0.4863375395098717,0.0946419340346875,0.489165471880071,0.1987652193254091,0.0974342379338113,0.1537179521751477,Adole
F,0.6807431161353859,0.4961747033210616,0.2362586483477728,1.65682207912079,0.6732253662015691,0.3300134738672342,0.5206485571071934,Adult
I,0.4713208145060261,0.5544038928303101,0.1470126696126928,0.7975683950957753,0.3240802266131591,0.1588633565602565,0.2506321223829136,Adult
M,0.2218885492146791,0.254358542306828,0.1467089167297177,0.1719127192150218,0.0698542135614568,0.0342423694040931,0.0540227646261043,Adole
M,0.4160649639606429,0.5151991202546846,0.0948707620768598,0.4222201245899871,0.1715629587370094,0.0840997544688319,0.1326806911977237,Adole
I,0.5043701851270885,0.4095514676514248,0.1126950350307237,0.4833179859528647,0.1963891791311651,0.0962695086798101,0.1518804071852112,Adole
F,0.62175516809052,0.5125485766956398,0.1993637193130406,1.319079115367276,0.535988463506729,0.2627402704574512,0.4145144169557727,Adult
F,0.587646447696358,0.3811056650038517,0.1168460735071516,0.5433077799524474,0.2207651525942646,0.1082185529156811,0.1707319182078159,Adole
F,0.3716349145328603,0.5352804091015689,0.0403076711346859,0.1664776149388049,0.0676457386064142,0.0331597802319493,0.0523148086332428,Adole
M,0.6251119062148437,0.3669266706717724,0.135305130058169,0.6443496479427278,0.2618220345833945,0.1283445388508769,0.2024838506811395,Adult
F,0.4523298977585848,0.3338431492039136,0.1016481287681992,0.3186892634155119,0.1294947108510706,0.0634779993756201,0.1001466043058108,Adole
M,0.3079630632922123,0.4482958094065315,0.1130945964815525,0.3241719599910067,0.1317225242393182,0.0645700682017424,0.1018695159552033,Adole
M,0.4370496709370985,0.4136435004705637,0.1427909051825085,0.5359543872783107,0.217777209266942,0.1067538702006913,0.1684211490951399,Adult
I,0.433756428600613,0.4261005016589856,0.1835527050857897,0.7043508460004277,0.2862026419183496,0.1402958545997141,0.2213389453754485,Adult
F,0.5497696341026955,0.3972530438312245,0.124282191104361,0.5635431363008869,0.2289874930371965,0.1122491246515633,0.1770907839050643,Adole
F,0.7025470832040922,0.3644092039004621,0.1407691000129693,0.7482425267095221,0.304037383011529,0.1490384022801302,0.235131699901225,Adole
M,0.5633402143146948,0.2495109999251176,0.2305666816069704,0.6728639826396772,0.273408416525223,0.1340241557312524,0.2114443464422272,Adult
I,0.4524692318599354,0.3536396541127979,0.0802039131070428,0.2664500761020887,0.1082680828067278,0.0530727567762142,0.0837306850336466,Child
F,0.4705850356504923,0.5680250908667337,0.1608796652214784,0.892847049549532,0.3627953112587367,0.1778413990054451,0.280572992069288,Adult
F,0.5731249596306406,0.4458835183834551,0.191463428682933,1.0158436147546346,0.4127731626498054,0.2023404229311846,0.319224085032245,Adult
F,0.6671122543363386,0.4318565837561896,0.2297213379880027,1.3740738726723802,0.5583347770261277,0.2736943802145917,0.4317962611563021,Adult
F,0.3092216397394403,0.3603459658776947,0.1372203174072454,0.3174521291349148,0.1289920194700277,0.0632315812558201,0.099757840668328,Adult
M,0.5069087652449833,0.42445933964993,0.058220972187257,0.2600851939448726,0.1056818062383979,0.0518049701514891,0.0817305507083782,Adole
F,0.4030702382559498,0.456278425317446,0.1815640615794697,0.6932834563396365,0.2817055703551583,0.1380914008115692,0.2178610701524845,Adult
M,0.4201646555479865,0.3150080444945918,0.0894893722220295,0.2459138018571292,0.0999234687873906,0.0489822468238928,0.0772772573006762,Adole
F,0.5680749656853249,0.5580538290348347,0.1422206006405556,0.936083377064333,0.3803637591875627,0.1864534104098276,0.2941598049316207,Adult
F,0.5256411922025518,0.3612115843018422,0.1865157949886016,0.7352532598992148,0.2987593848394503,0.1464511401250214,0.2310498838101118,Adult
F,0.4578389999787887,0.3550999631498439,0.192095092394787,0.6484103861058974,0.2634720560138183,0.1291533754330185,0.2037599185776794,Adult
F,0.6332538233975633,0.4778085140643697,0.1100728538034415,0.6914841225276255,0.2809744374352296,0.1377330011925445,0.2172956379526221,Adole
I,0.59359986563236,0.4087185174174643,0.1387018794408876,0.6986678120664482,0.2838934243810208,0.1391638816532568,0.2195530786520356,Adole
F,0.5543034526536378,0.5540284617813676,0.2093388602739278,1.3347495913218492,0.5423559317134955,0.2658615882332656,0.4194387904281862,Adult
F,0.5695857164271427,0.4745523475666232,0.1473049871428903,0.826667660032602,0.3359042863840716,0.1646594825473517,0.2597764297247608,Adult
M,0.6062741817157798,0.5683461577602618,0.185245012884039,1.325253038738236,0.5384971467713319,0.2639700210291733,0.4164545433792969,Adult
M,0.6657104095751696,0.5945333744053682,0.1098636287453056,0.902788062504146,0.3668346961577694,0.1798214958790046,0.2836969087023583,Adult
F,0.8112775142397672,0.3918085570464238,0.1900421534967115,1.2541907117902975,0.5096220118455294,0.2498154985413856,0.3941235408797663,Adole
M,0.5056222549918866,0.5380723298814262,0.1921447531784046,1.085339606448546,0.4410118402044299,0.2161829555288469,0.3410628740344831,Adult
F,0.5484562656945752,0.4160880224135575,0.0624077182484503,0.2956894314405108,0.1201490662588875,0.0588967866165164,0.0929190151262612,Child
M,0.6183681026834952,0.6037548740166954,0.1386960823583405,1.075083519706351,0.4368444296901561,0.2141401008030869,0.3378399469434079,Adult
F,0.6476346982308421,0.3886100273012728,0.0822343156610746,0.4297020992662032,0.1746031494761257,0.0855900487408608,0.1350318666006684,Child
F,0.7042775028526114,0.3371955613994919,0.1369532120819968,0.6752555601686784,0.2743801989984598,0.134500521189146,0.2121958884486841,Adole
F,0.5325230553658384,0.5653270661673955,0.1554978136517771,0.9719250201904972,0.3949274855061318,0.1935925144248175,0.3054228729539221,Adult
F,0.608049234219718,0.4794612724642664,0.1411644946713725,0.8544527241470689,0.347194339914335,0.1701938399449215,0.268507755630319,Adult
F,0.4023021389753346,0.3966704088110618,0.1624403673849345,0.538203341578544,0.218691038881736,0.1072018273051635,0.1691278724217857,Adult
I,0.5362331477426423,0.3736518188590562,0.1601151639689199,0.6660755671888801,0.270650043411185,0.132672007788994,0.209311118768573,Adult
F,0.8386071257886736,0.5074007619403913,0.2372836834366409,2.096272901450204,0.8517897663979355,0.4175453182929805,0.6587439141456471,Adole
M,0.4289289651418342,0.216716866694603,0.1719443070696695,0.3318456815710223,0.134840628522173,0.0660985555076665,0.1042809469221286,Adole
F,0.3682374989086111,0.5084551771723373,0.124503104670983,0.4839841605525215,0.196659869414968,0.0964022004133434,0.1520897494244677,Adult
M,0.595608087123567,0.3310844982765045,0.0877542954199548,0.3592841827160819,0.1459898612697275,0.0715638828923646,0.1129033670421817,Adole
M,0.3027990734764536,0.331916525093359,0.2344361959896639,0.4891908939713112,0.1987755492195483,0.0974393016233582,0.1537259409479252,Adult
M,0.4851943268329268,0.4686777872275937,0.1910528325618297,0.9020151821393912,0.3665206475504088,0.179667549998351,0.2834540346775628,Adult
I,0.4918610647006088,0.4491537227843373,0.1997874483364478,0.9163806933834014,0.3723578624751724,0.1825289388760453,0.2879683291184422,Adult
M,0.4670100221715519,0.362679249784283,0.1299991850635969,0.4571511542760302,0.1857566706319302,0.091057478293087,0.1436576032231585,Adole
M,0.4738169383098399,0.4126542972433436,0.1382666439174055,0.5612865780091567,0.2280705736519168,0.1117996529489452,0.1763816710598026,Adult
F,0.4432883022005028,0.5083601576752648,0.1049637734959856,0.4910972401529989,0.199550165047311,0.0978190164604192,0.1543250012823753,Adult
M,0.3087149998434007,0.5646937309431975,0.1302758541519769,0.4715252006421419,0.1915973536784521,0.0939205672358215,0.1481745797860731,Adole
M,0.6833507645410652,0.4194586679415001,0.1669813129430773,0.9937359717086744,0.4037900459512591,0.1979369204836039,0.3122768620334858,Adult
F,0.7348301434714332,0.4319689175840092,0.0893360092228208,0.5887572806896684,0.2392328910213932,0.1172713943841996,0.1850142103611372,Child
F,0.5597802913340731,0.5189571708540204,0.140811654926239,0.8492939008236315,0.3450981276747363,0.169166281688975,0.2668866196293165,Adult
I,0.4274229075915778,0.3750757399502126,0.2012528289275401,0.6698677107004735,0.2721909253419933,0.1334273444479116,0.2105027820573084,Adult
F,0.5371017869039643,0.5317508259769326,0.1293945327363221,0.7672748773075792,0.3117708997014158,0.1528293537744856,0.2411125266913261,Adult
F,0.6141628807608146,0.4070593177155301,0.1731962493859357,0.8989799990009928,0.3652873453717456,0.1790629882026405,0.2825002426310434,Adult
F,0.610907812468466,0.2651221185521237,0.1776427295106827,0.5973644306343396,0.2427302802380603,0.1189858062628996,0.187718966807814,Adole
F,0.6547799589635592,0.2743668179599922,0.1519171874295912,0.5666359928652934,0.2302442299671428,0.1128651741066349,0.1780626995548438,Adole
M,0.6450380181761521,0.3587300818870003,0.1375377970074754,0.6607626014293008,0.2684911976520754,0.1316137467306992,0.207641544230942,Adult
F,0.5288310621629458,0.4714403755579841,0.1191332926605317,0.6166619574967032,0.2505715474160022,0.1228295767903145,0.1937831239935744,Adult
F,0.6436229291327946,0.4279145399143929,0.0989407848495748,0.5657625330043333,0.2298893123557905,0.1126911943373937,0.1777882188957369,Adole
M,0.4823014608554031,0.4451287791204084,0.1778175472865407,0.7925910211695175,0.3220577436764245,0.1578719402332769,0.2490680060027986,Adult
M,0.4197634210457001,0.2921697459977106,0.1239379357826919,0.3155835619270997,0.1282327545745351,0.0628593914092599,0.0991706521989886,Adole
M,0.594707252888517,0.3664955639934081,0.1301320261512955,0.5888794927463525,0.2392825500992461,0.1172957371460948,0.1850526149259819,Adole
I,0.5482301523067366,0.393757797973835,0.1764085989707333,0.79064607197754,0.3212674420812723,0.1574845362703358,0.2484568148536637,Adult
F,0.6020142860324641,0.2558717527063711,0.1937873218112064,0.6197617702989294,0.2518311109112223,0.1234470118209629,0.1947572256084189,Adult
F,0.5029488668322181,0.5021423633145297,0.2067777339760274,1.08423831234817,0.4405643454894787,0.2159635946835306,0.3407167975356622,Adult
M,0.2892281648619508,0.4702875223309683,0.1169126301655477,0.3301685865200853,0.1341591655310345,0.0657645039696408,0.1037539276788401,Adole
F,0.4321736391419852,0.6689088381167346,0.1974796851772641,1.1852716994228587,0.4816177813828709,0.2360878913507892,0.3724660649210917,Adult
F,0.6574356221553397,0.3699344586721646,0.1808888734556,0.9133982060701415,0.3711459724726403,0.1819348732781653,0.2870310964874868,Adult
F,0.3424496505414552,0.2878621156192555,0.1433113887049734,0.2933136173941871,0.1191836890457761,0.0584235610019073,0.0921724267202027,Adole
M,0.3696465070717727,0.3896655879587648,0.2068629840099757,0.6186310690164684,0.2513716670188802,0.1232217935172998,0.1944019080407384,Adult
F,0.4012882274953679,0.4701721281199847,0.1063392098325637,0.4165594679116588,0.1692628338695093,0.0829722387275061,0.1309018564218045,Adult
F,0.4223645257378372,0.4203704575132278,0.1336577448536014,0.4927016682804794,0.2002021008992525,0.0981385938650136,0.1548291852862475,Adult
M,0.4998562539973764,0.4356582937019587,0.0632363698221147,0.2859093304145486,0.1161750655634201,0.0569487409240888,0.0898456643110476,Adole
I,0.447910519708927,0.2884819023368338,0.1297263465600783,0.3480232869932652,0.1414141613546383,0.0693208856730642,0.1093646834480264,Adole
F,0.5210135737649964,0.2265306241863335,0.0888755910889165,0.2177853905575828,0.088493901161243,0.0433794999482261,0.0684380361547351,Child
I,0.5211609079607153,0.4298485992598327,0.0676706650812493,0.3147444451713527,0.127891791780586,0.0626922522583312,0.0989069636994027,Child
M,0.5356648129014149,0.3466689924412853,0.1160597715601056,0.4474660704834943,0.1818212787965058,0.0891283585720569,0.1406141111273012,Adole
I,0.347016947034481,0.3679974402322616,0.0814858297515612,0.2160468089253486,0.087787453999063,0.0430332012289576,0.0678916950420454,Adole
F,0.4742486876885472,0.5324189569395333,0.1576336036666855,0.8263779748205651,0.3357865770443577,0.1646017817088869,0.2596853975073834,Adult
F,0.2372108702477267,0.2746969836232552,0.1738044240657922,0.2351362489013455,0.0955441681208612,0.0468355240492823,0.0738904619010441,Adole
F,0.6934329980323037,0.3866092251506738,0.2015974013939739,1.122100945438839,0.4559492714565131,0.2235052488137333,0.3526149521627402,Adult
F,0.5177799202728988,0.4621554089975527,0.2395831699661589,1.1903093166071916,0.4836647432844805,0.2370913072081499,0.3740491124621247,Adult
M,0.6193175442898764,0.473683295758262,0.1756685003842199,1.0699552847177838,0.4347606465720689,0.2131186352729542,0.3362284231829804,Adult
I,0.6321197700705895,0.3311151919559638,0.1941165860089092,0.8435511205045325,0.342764633069575,0.1680224081815867,0.2650819778849783,Adult
F,0.4605683987249335,0.245905720618753,0.127221204473558,0.299152442116948,0.1215562098865495,0.0595865650772048,0.0940072499673195,Adole
M,0.6264607327164691,0.5055433521425734,0.1181208168055261,0.7766922662308888,0.3155975176505937,0.1547051527950959,0.2440718969317567,Adult
I,0.700553886821117,0.3761743000930979,0.18225037493625,0.9971704045582994,0.4051855773978888,0.1986210066807591,0.313356116426684,Adult
F,0.6010098586112408,0.3242734934581532,0.1278157737372582,0.5171872157192112,0.2101514441925491,0.1030157382920633,0.1625236535726192,Adole
I,0.2614317327169397,0.6058135186114302,0.1114501182253194,0.3664781416503722,0.1489130210338385,0.072996808858696,0.1151640348508907,Child
F,0.4677407703463787,0.5564039213092552,0.2078072378468957,1.1228619358355545,0.4562584887496435,0.223656826395638,0.3528540898209203,Adult
F,0.4864670150922838,0.5897825830974596,0.1263162609521035,0.7524452148452876,0.3057450837326186,0.1498755131134193,0.2364523749099857,Adult
I,0.6423687876085478,0.4163477401058625,0.1748450974560496,0.9708773808927854,0.3945017926337725,0.1933838407909043,0.3050936572248489,Adult
F,0.6478601694293744,0.2578384328191281,0.1744967807663062,0.605182879842252,0.2459071924710977,0.1205431210861828,0.1901758777520933,Adole
F,0.5199043918440984,0.5558492753131703,0.2026640842056002,1.2159832758210338,0.4940969802828884,0.2422051649813284,0.3821170335674551,Adult
F,0.4911786206196233,0.4507136627218384,0.1546952404659286,0.7110291596152017,0.2889162767651891,0.1416260719497605,0.2234375740642251,Adult
F,0.5548395370498947,0.4550514005037525,0.1107994983622418,0.5808124693376768,0.2360046333833219,0.1156889101654463,0.1825175907065402,Adole
F,0.6080733041072923,0.480221200970935,0.1035284799712987,0.6276642393955177,0.255042163394462,0.1250210621137243,0.1972405394081156,Adole
M,0.6043965377240981,0.2550392092630533,0.1909705312438041,0.611174968274468,0.2483419897736732,0.1217366529349886,0.1920588634001042,Adult
I,0.5220144770904249,0.4911838389352779,0.1632082759474071,0.8688385359871217,0.3530398036887349,0.1730592723890953,0.273028429438163,Adult
F,0.5503439018952159,0.4570555526115368,0.1691213077845783,0.8832258222262346,0.358885866563581,0.1759249985108835,0.2775495665689872,Adult
F,0.6419572807657117,0.5578241832815045,0.190737116926436,1.4181068741229688,0.5762269417311379,0.2824650768129983,0.445633425061381,Adult
I,0.4946337521298922,0.2730121084575017,0.1092837678557224,0.3064020017925763,0.1245019621969091,0.0610305658559918,0.0962853900478653,Child
M,0.4699307698797327,0.545665300265961,0.0902798856107174,0.4806417598730654,0.1953017338916816,0.0957364456088995,0.1510394157085165,Adole
M,0.802625050480289,0.4547216619229025,0.1057932483659434,0.8016533050832301,0.3257400699100713,0.1596770077979984,0.2519157861617122,Adole
F,0.6047995341837759,0.560399676441872,0.1651596518040095,1.162207206031718,0.4722458625720447,0.2314937990321757,0.3652181561952023,Adult
F,0.4340776714632582,0.3766994499704416,0.1197482455229966,0.4065386805644558,0.1651910338153787,0.0809762520219872,0.1277528710605231,Adult
F,0.5543301971249012,0.4489926834612295,0.2068041821249969,1.0686546994819643,0.4342321728254337,0.2128595786988404,0.3358197203808161,Adult
M,0.6238731508004923,0.3286294328305451,0.1572203281017257,0.6692397565319976,0.2719357653701668,0.1333022656363846,0.2103054504090485,Adult
F,0.7067470108015513,0.4536268048604819,0.208314108387829,1.3866014660849677,0.5634251809802377,0.2761896841300719,0.4357329985504286,Adult
I,0.6747237848298996,0.4827172293716246,0.1712340210466245,1.1579216032268913,0.4705044706905428,0.2306401728721558,0.3638714256410974,Adult
M,0.6123972615495104,0.3150905063480954,0.186967537512947,0.7490400642571808,0.3043614507037382,0.1491972594923555,0.2353823223299457,Adult
F,0.5489185743497422,0.3798275601279594,0.1571538643913172,0.680283201062175,0.2764231071805202,0.1355019499228216,0.2137758009871753,Adult
F,0.7083535241062605,0.5149835178015842,0.1798900187469141,1.362450513340779,0.5536117953365897,0.2713791858196302,0.4281436750753947,Adult
M,0.5457886972575592,0.4821271013107065,0.1421423380313046,0.7765685860872182,0.315547262037113,0.1546805176128542,0.2440330310274714,Adult
M,0.4678745576565173,0.5249066162245815,0.1482577144675489,0.7559604216759719,0.3071734365024691,0.1505756882451822,0.2375570121473771,Adult
I,0.3450936889428814,0.3790201474473424,0.1286413093432518,0.3493413919930948,0.1419497540005748,0.0695834319146898,0.1097788917537494,Adole
M,0.699885789316502,0.3980155134889328,0.167810359655476,0.9705462258248369,0.3943672326259728,0.1933178797950076,0.3049895933000141,Adult
M,0.8051577875891174,0.4296013102984117,0.1134014948307639,0.814396044981706,0.3309178954851114,0.162215165584207,0.2559201323285948,Adole
F,0.5454255889863635,0.4918151865327145,0.1517740759518477,0.8452892057096139,0.3434708785158581,0.1683686080202022,0.2656281629977667,Adult
M,0.6873961614532373,0.590616242453119,0.1398295662966446,1.1786416420973218,0.4789237547718237,0.2347672859113081,0.3703826005445724,Adult
F,0.4427015933306849,0.4299449047980109,0.1963357757032743,0.7758783180052125,0.3152667817199191,0.1545430268282292,0.2438161175245416,Adult
F,0.5143350027853664,0.2952499986910765,0.1670192311022323,0.5265901688036962,0.2139721963502207,0.1048886619156235,0.165478487418497,Adult
M,0.5490188689960035,0.3415241708364475,0.1447112334270312,0.5633538192897927,0.2289105668447415,0.1122114156149198,0.1770312919234543,Adult
F,0.6395656743604738,0.5643792436419879,0.1472812843348318,1.1037584064634114,0.4484960496082433,0.2198516971843161,0.3468508954353535,Adult
I,0.4524781806113981,0.5529320021654965,0.1592619662466941,0.827278471194285,0.3361524805463695,0.1647811467356095,0.2599683742636482,Adult
F,0.7133304668565614,0.4488608988688566,0.1994623228800321,1.3259700115321518,0.5387884781567734,0.2641128309816541,0.4166798487125259,Adult
F,0.5654851302144056,0.2381293648429387,0.1447663633593131,0.4047362365575691,0.1644586371133514,0.0806172328999825,0.1271864614965281,Adole
M,0.4343952178296901,0.5386277105082845,0.1545500719456382,0.7507809095593,0.3050688176749953,0.1495440090998467,0.2359293747902655,Adult
M,0.6073186325380452,0.3328354690007115,0.098170481279247,0.4120001822862317,0.1674102349854912,0.0820640991592559,0.1294691223266759,Adole
F,0.5107950711164098,0.4242399318293007,0.1867058514273908,0.8400138616968003,0.3413273198020882,0.1673178406351869,0.2639704109173665,Adult
F,0.5581519823088388,0.4793875889239801,0.1388694245083761,0.77146490613894,0.3134734564997203,0.1536639430690555,0.242429223573132,Adult
F,0.6268477237154688,0.2634547502598128,0.1482433685444857,0.5082924314621371,0.2065371789891723,0.1012440340825598,0.159728509394143,Adole
I,0.4567854099839655,0.4378736942241588,0.111518224843719,0.4631025881083558,0.1881749485337542,0.0922429123709205,0.145527813354088,Adole
F,0.4613386384541079,0.4033056532912067,0.095501169397829,0.368920773188104,0.1499055485551749,0.073483343489845,0.1159316203398163,Adole
M,0.6865765580380586,0.5732898996761949,0.1705308524223461,1.3935947636068078,0.5662668049206888,0.2775826414295028,0.4379306094526804,Adult
F,0.3261643566174697,0.5510443498483151,0.1063509236422034,0.3968575075996444,0.1612572310874753,0.0790479112776856,0.1247106079239109,Adult
F,0.6897811138567184,0.4023850048196234,0.0806996307714232,0.4650449325491963,0.1889641917264622,0.0926297975074999,0.1461381859724113,Child
M,0.4455948137835521,0.3794211458331239,0.1592858669125307,0.5591253507939491,0.227192390652222,0.111369169730442,0.1757025155576163,Adult
I,0.5522926719112742,0.4501601689800307,0.0742559663533403,0.383299260777343,0.1557480362276152,0.0763473170559141,0.1204499925362404,Child
M,0.1799471596935383,0.5052669074915505,0.1377362635105544,0.2600066344804188,0.1056498847515394,0.0517893223145269,0.0817058637656278,Adult
F,0.509830228113704,0.5247914565927532,0.1795372698656048,0.9973262177029988,0.4052488897853329,0.1986520422625542,0.3134050799756301,Adult
M,0.5031504148262721,0.3536084727340499,0.150824377251623,0.5571374085316751,0.226384619453146,0.1109732022091927,0.1750778140380575,Adult
I,0.4434854122962747,0.3676431201310399,0.1664105660995075,0.5633223231402151,0.2288977688460303,0.1122051420663798,0.1770213944063711,Adult
