,Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight
70,I,0.4524692318599354,0.3536396541127979,0.08020391310704285,0.26645007610208876,0.10826808280672785,0.05307275677621422,0.0837306850336466
71,F,0.47058503565049237,0.5680250908667337,0.16087966522147848,0.892847049549532,0.3627953112587367,0.17784139900544516,0.280572992069288
72,F,0.5731249596306406,0.4458835183834551,0.19146342868293306,1.0158436147546346,0.4127731626498054,0.20234042293118465,0.31922408503224503
73,F,0.6671122543363386,0.4318565837561896,0.22972133798800276,1.3740738726723802,0.5583347770261277,0.2736943802145917,0.43179626115630215
74,F,0.3092216397394403,0.3603459658776947,0.1372203174072454,0.3174521291349148,0.12899201947002778,0.06323158125582011,0.09975784066832806
75,M,0.5069087652449833,0.42445933964993,0.058220972187257025,0.2600851939448726,0.10568180623839799,0.05180497015148917,0.08173055070837829
76,F,0.4030702382559498,0.45627842531744606,0.18156406157946978,0.6932834563396365,0.2817055703551583,0.1380914008115692,0.2178610701524845
77,M,0.4201646555479865,0.31500804449459185,0.08948937222202957,0.24591380185712924,0.09992346878739067,0.048982246823892885,0.0772772573006762
78,F,0.5680749656853249,0.5580538290348347,0.1422206006405556,0.936083377064333,0.3803637591875627,0.18645341040982763,0.2941598049316207
79,F,0.5256411922025518,0.36121158430184225,0.18651579498860169,0.7352532598992148,0.29875938483945036,0.14645114012502147,0.2310498838101118
80,F,0.4578389999787887,0.35509996314984393,0.19209509239478703,0.6484103861058974,0.2634720560138183,0.12915337543301858,0.2037599185776794
81,F,0.6332538233975633,0.47780851406436975,0.11007285380344158,0.6914841225276255,0.2809744374352296,0.13773300119254453,0.21729563795262216
82,I,0.59359986563236,0.40871851741746434,0.13870187944088763,0.6986678120664482,0.28389342438102083,0.1391638816532568,0.21955307865203563
83,F,0.5543034526536378,0.5540284617813676,0.20933886027392784,1.3347495913218492,0.5423559317134955,0.26586158823326567,0.4194387904281862
84,F,0.5695857164271427,0.47455234756662323,0.1473049871428903,0.826667660032602,0.3359042863840716,0.16465948254735172,0.25977642972476084
85,M,0.6062741817157798,0.5683461577602618,0.185245012884039,1.325253038738236,0.5384971467713319,0.2639700210291733,0.41645454337929694
86,M,0.6657104095751696,0.5945333744053682,0.1098636287453056,0.902788062504146,0.3668346961577694,0.1798214958790046,0.28369690870235836
87,F,0.8112775142397672,0.39180855704642387,0.19004215349671155,1.2541907117902975,0.5096220118455294,0.2498154985413856,0.39412354087976637
88,M,0.5056222549918866,0.5380723298814262,0.19214475317840463,1.0853396064485459,0.44101184020442996,0.21618295552884692,0.34106287403448315
89,F,0.5484562656945752,0.4160880224135575,0.062407718248450345,0.29568943144051085,0.12014906625888759,0.05889678661651648,0.09291901512626129
90,M,0.6183681026834952,0.6037548740166954,0.13869608235834058,1.075083519706351,0.4368444296901561,0.21414010080308693,0.33783994694340796
91,F,0.6476346982308421,0.38861002730127286,0.08223431566107468,0.42970209926620323,0.17460314947612574,0.08559004874086085,0.13503186660066846
92,F,0.7042775028526114,0.3371955613994919,0.13695321208199687,0.6752555601686784,0.2743801989984598,0.134500521189146,0.2121958884486841
93,F,0.5325230553658384,0.5653270661673955,0.1554978136517771,0.9719250201904972,0.3949274855061318,0.19359251442481754,0.3054228729539221
94,F,0.608049234219718,0.4794612724642664,0.14116449467137251,0.8544527241470689,0.347194339914335,0.1701938399449215,0.268507755630319
95,F,0.4023021389753346,0.39667040881106186,0.16244036738493456,0.538203341578544,0.21869103888173608,0.10720182730516355,0.16912787242178579
96,I,0.5362331477426423,0.3736518188590562,0.1601151639689199,0.6660755671888801,0.27065004341118504,0.132672007788994,0.20931111876857306
97,F,0.8386071257886736,0.5074007619403913,0.2372836834366409,2.0962729014502037,0.8517897663979355,0.4175453182929805,0.6587439141456471
98,M,0.4289289651418342,0.21671686669460308,0.17194430706966957,0.3318456815710223,0.13484062852217302,0.06609855550766658,0.10428094692212862
99,F,0.3682374989086111,0.5084551771723373,0.12450310467098301,0.4839841605525215,0.19665986941496802,0.09640220041334349,0.1520897494244677
100,M,0.595608087123567,0.33108449827650455,0.08775429541995482,0.3592841827160819,0.14598986126972757,0.07156388289236462,0.11290336704218176
101,M,0.30279907347645363,0.331916525093359,0.23443619598966398,0.4891908939713112,0.19877554921954835,0.09743930162335829,0.1537259409479252
102,M,0.48519432683292685,0.4686777872275937,0.19105283256182976,0.9020151821393911,0.36652064755040886,0.17966754999835102,0.28345403467756286
103,I,0.4918610647006088,0.44915372278433735,0.19978744833644782,0.9163806933834014,0.3723578624751724,0.18252893887604538,0.2879683291184422
104,M,0.4670100221715519,0.362679249784283,0.12999918506359695,0.4571511542760302,0.18575667063193027,0.09105747829308702,0.14365760322315857
105,M,0.47381693830983995,0.4126542972433436,0.13826664391740554,0.5612865780091567,0.22807057365191685,0.1117996529489452,0.17638167105980268
106,F,0.4432883022005028,0.5083601576752648,0.10496377349598567,0.4910972401529989,0.19955016504731102,0.09781901646041921,0.15432500128237533
107,M,0.3087149998434007,0.5646937309431975,0.13027585415197693,0.4715252006421419,0.1915973536784521,0.09392056723582157,0.1481745797860731
108,M,0.6833507645410652,0.4194586679415001,0.16698131294307733,0.9937359717086743,0.4037900459512591,0.19793692048360395,0.3122768620334858
109,F,0.7348301434714332,0.4319689175840092,0.08933600922282083,0.5887572806896684,0.2392328910213932,0.1172713943841996,0.18501421036113727
110,F,0.5597802913340731,0.5189571708540204,0.14081165492623904,0.8492939008236315,0.34509812767473635,0.16916628168897507,0.2668866196293165
111,I,0.42742290759157786,0.37507573995021265,0.20125282892754018,0.6698677107004735,0.2721909253419933,0.1334273444479116,0.21050278205730846
112,F,0.5371017869039643,0.5317508259769326,0.12939453273632212,0.7672748773075792,0.3117708997014158,0.15282935377448567,0.2411125266913261
113,F,0.6141628807608146,0.40705931771553017,0.1731962493859357,0.8989799990009928,0.3652873453717456,0.17906298820264052,0.28250024263104345
114,F,0.610907812468466,0.26512211855212375,0.17764272951068277,0.5973644306343396,0.24273028023806037,0.11898580626289962,0.18771896680781405
115,F,0.6547799589635592,0.27436681795999224,0.15191718742959126,0.5666359928652934,0.23024422996714286,0.11286517410663491,0.17806269955484383
116,M,0.6450380181761521,0.3587300818870003,0.13753779700747548,0.6607626014293008,0.2684911976520754,0.13161374673069925,0.20764154423094208
117,F,0.5288310621629458,0.4714403755579841,0.11913329266053178,0.6166619574967032,0.25057154741600224,0.12282957679031457,0.19378312399357447
118,F,0.6436229291327946,0.4279145399143929,0.09894078484957483,0.5657625330043333,0.22988931235579058,0.11269119433739379,0.17778821889573695
119,M,0.48230146085540315,0.44512877912040844,0.17781754728654078,0.7925910211695175,0.32205774367642453,0.15787194023327697,0.24906800600279863
120,M,0.4197634210457001,0.2921697459977106,0.12393793578269198,0.3155835619270997,0.12823275457453512,0.06285939140925995,0.09917065219898862
121,M,0.594707252888517,0.3664955639934081,0.1301320261512955,0.5888794927463525,0.2392825500992461,0.11729573714609484,0.18505261492598196
122,I,0.5482301523067366,0.393757797973835,0.1764085989707333,0.79064607197754,0.32126744208127234,0.15748453627033582,0.24845681485366375
123,F,0.6020142860324641,0.2558717527063711,0.19378732181120645,0.6197617702989294,0.2518311109112223,0.12344701182096293,0.19475722560841893
124,F,0.5029488668322181,0.5021423633145297,0.20677773397602747,1.08423831234817,0.4405643454894787,0.21596359468353069,0.34071679753566225
125,M,0.28922816486195085,0.4702875223309683,0.11691263016554776,0.3301685865200853,0.13415916553103455,0.06576450396964086,0.1037539276788401
126,F,0.4321736391419852,0.6689088381167346,0.1974796851772641,1.1852716994228587,0.4816177813828709,0.23608789135078925,0.37246606492109174
127,F,0.6574356221553397,0.3699344586721646,0.1808888734556,0.9133982060701417,0.37114597247264036,0.1819348732781653,0.28703109648748687
128,F,0.34244965054145526,0.2878621156192555,0.14331138870497342,0.29331361739418715,0.11918368904577617,0.05842356100190739,0.09217242672020272
129,M,0.3696465070717727,0.3896655879587648,0.20686298400997577,0.6186310690164684,0.25137166701888025,0.12322179351729985,0.1944019080407384
130,F,0.4012882274953679,0.4701721281199847,0.10633920983256376,0.4165594679116588,0.16926283386950933,0.0829722387275061,0.13090185642180457
131,F,0.4223645257378372,0.4203704575132278,0.1336577448536014,0.49270166828047945,0.20020210089925258,0.09813859386501363,0.15482918528624753
132,M,0.49985625399737643,0.4356582937019587,0.06323636982211471,0.2859093304145486,0.11617506556342018,0.05694874092408882,0.08984566431104764
133,I,0.44791051970892704,0.2884819023368338,0.1297263465600783,0.34802328699326524,0.14141416135463836,0.06932088567306424,0.10936468344802643
134,F,0.5210135737649964,0.2265306241863335,0.08887559108891657,0.2177853905575828,0.08849390116124309,0.043379499948226145,0.06843803615473514
135,I,0.5211609079607153,0.42984859925983276,0.06767066508124932,0.31474444517135275,0.12789179178058602,0.06269225225833121,0.09890696369940273
136,M,0.5356648129014149,0.3466689924412853,0.11605977156010569,0.44746607048349435,0.18182127879650586,0.08912835857205692,0.1406141111273012
137,I,0.34701694703448105,0.3679974402322616,0.08148582975156124,0.21604680892534867,0.08778745399906301,0.04303320122895762,0.0678916950420454
138,F,0.4742486876885472,0.5324189569395333,0.15763360366668552,0.8263779748205651,0.3357865770443577,0.16460178170888692,0.2596853975073834
139,F,0.23721087024772675,0.27469698362325523,0.17380442406579227,0.23513624890134552,0.09554416812086126,0.0468355240492823,0.0738904619010441
140,F,0.6934329980323037,0.3866092251506738,0.2015974013939739,1.122100945438839,0.4559492714565131,0.2235052488137333,0.3526149521627402
141,F,0.5177799202728988,0.4621554089975527,0.23958316996615897,1.1903093166071916,0.4836647432844805,0.2370913072081499,0.37404911246212474
142,M,0.6193175442898764,0.47368329575826207,0.17566850038421994,1.0699552847177838,0.4347606465720689,0.21311863527295427,0.3362284231829804
143,I,0.6321197700705895,0.3311151919559638,0.19411658600890924,0.8435511205045325,0.342764633069575,0.16802240818158679,0.26508197788497834
144,F,0.4605683987249335,0.24590572061875304,0.12722120447355806,0.299152442116948,0.1215562098865495,0.0595865650772048,0.09400724996731953
145,M,0.6264607327164691,0.5055433521425734,0.11812081680552611,0.7766922662308888,0.3155975176505937,0.15470515279509592,0.24407189693175674
146,I,0.700553886821117,0.3761743000930979,0.18225037493625004,0.9971704045582994,0.40518557739788885,0.19862100668075913,0.313356116426684
147,F,0.6010098586112408,0.32427349345815326,0.12781577373725828,0.5171872157192112,0.21015144419254914,0.10301573829206331,0.16252365357261928
148,I,0.2614317327169397,0.6058135186114302,0.11145011822531942,0.3664781416503722,0.14891302103383858,0.07299680885869603,0.11516403485089073
149,F,0.46774077034637873,0.5564039213092552,0.20780723784689575,1.1228619358355543,0.4562584887496435,0.22365682639563808,0.35285408982092037
150,F,0.48646701509228385,0.5897825830974596,0.12631626095210355,0.7524452148452876,0.3057450837326186,0.14987551311341937,0.23645237490998575
151,I,0.6423687876085478,0.4163477401058625,0.17484509745604965,0.9708773808927854,0.39450179263377255,0.19338384079090437,0.3050936572248489
152,F,0.6478601694293744,0.2578384328191281,0.1744967807663062,0.605182879842252,0.2459071924710977,0.12054312108618283,0.19017587775209335
153,F,0.5199043918440984,0.5558492753131703,0.20266408420560023,1.2159832758210338,0.49409698028288845,0.24220516498132846,0.3821170335674551
154,F,0.49117862061962336,0.4507136627218384,0.15469524046592867,0.7110291596152017,0.2889162767651891,0.14162607194976054,0.22343757406422518
155,F,0.5548395370498947,0.4550514005037525,0.1107994983622418,0.5808124693376768,0.2360046333833219,0.11568891016544638,0.18251759070654028
156,F,0.6080733041072923,0.480221200970935,0.10352847997129877,0.6276642393955177,0.255042163394462,0.1250210621137243,0.19724053940811567
157,M,0.6043965377240981,0.25503920926305335,0.19097053124380417,0.611174968274468,0.2483419897736732,0.1217366529349886,0.19205886340010422
158,I,0.5220144770904249,0.49118383893527795,0.1632082759474071,0.8688385359871217,0.3530398036887349,0.1730592723890953,0.273028429438163
159,F,0.5503439018952159,0.45705555261153685,0.16912130778457835,0.8832258222262346,0.35888586656358107,0.1759249985108835,0.2775495665689872
160,F,0.6419572807657117,0.5578241832815045,0.19073711692643608,1.4181068741229688,0.5762269417311379,0.2824650768129983,0.445633425061381
161,I,0.4946337521298922,0.2730121084575017,0.10928376785572247,0.3064020017925763,0.12450196219690918,0.0610305658559918,0.09628539004786538
162,M,0.46993076987973276,0.545665300265961,0.0902798856107174,0.4806417598730654,0.1953017338916816,0.09573644560889952,0.1510394157085165
163,M,0.802625050480289,0.4547216619229025,0.10579324836594342,0.8016533050832301,0.3257400699100713,0.15967700779799848,0.25191578616171223
164,F,0.6047995341837759,0.560399676441872,0.1651596518040095,1.1622072060317181,0.4722458625720447,0.2314937990321757,0.36521815619520237
165,F,0.4340776714632582,0.3766994499704416,0.1197482455229966,0.40653868056445586,0.16519103381537875,0.0809762520219872,0.12775287106052313
166,F,0.5543301971249012,0.44899268346122956,0.20680418212499696,1.0686546994819643,0.43423217282543375,0.21285957869884045,0.3358197203808161
167,M,0.6238731508004923,0.3286294328305451,0.15722032810172576,0.6692397565319976,0.27193576537016684,0.1333022656363846,0.21030545040904852
168,F,0.7067470108015513,0.4536268048604819,0.20831410838782904,1.3866014660849675,0.5634251809802377,0.27618968413007194,0.4357329985504286
169,I,0.6747237848298996,0.4827172293716246,0.17123402104662455,1.1579216032268913,0.47050447069054285,0.2306401728721558,0.3638714256410974
170,M,0.6123972615495104,0.3150905063480954,0.18696753751294706,0.7490400642571808,0.30436145070373827,0.14919725949235557,0.23538232232994571
171,F,0.5489185743497422,0.37982756012795943,0.1571538643913172,0.680283201062175,0.2764231071805202,0.13550194992282164,0.21377580098717536
172,F,0.7083535241062605,0.5149835178015842,0.17989001874691418,1.362450513340779,0.5536117953365897,0.2713791858196302,0.42814367507539475
173,M,0.5457886972575592,0.4821271013107065,0.1421423380313046,0.7765685860872182,0.31554726203711303,0.15468051761285428,0.24403303102747143
174,M,0.4678745576565173,0.5249066162245815,0.14825771446754898,0.7559604216759719,0.3071734365024691,0.1505756882451822,0.23755701214737718
175,I,0.3450936889428814,0.3790201474473424,0.1286413093432518,0.3493413919930948,0.14194975400057488,0.06958343191468987,0.1097788917537494
176,M,0.699885789316502,0.3980155134889328,0.16781035965547603,0.9705462258248367,0.39436723262597284,0.19331787979500764,0.3049895933000141
177,M,0.8051577875891174,0.4296013102984117,0.11340149483076396,0.814396044981706,0.33091789548511147,0.16221516558420704,0.25592013232859484
178,F,0.5454255889863635,0.49181518653271455,0.15177407595184772,0.8452892057096139,0.3434708785158581,0.16836860802020223,0.26562816299776676
179,M,0.6873961614532373,0.590616242453119,0.13982956629664464,1.1786416420973218,0.4789237547718237,0.23476728591130813,0.37038260054457245
180,F,0.44270159333068493,0.42994490479801095,0.19633577570327437,0.7758783180052125,0.3152667817199191,0.15454302682822924,0.24381611752454166
181,F,0.5143350027853664,0.2952499986910765,0.16701923110223232,0.5265901688036962,0.2139721963502207,0.10488866191562356,0.16547848741849708
182,M,0.5490188689960035,0.3415241708364475,0.14471123342703127,0.5633538192897927,0.22891056684474156,0.11221141561491983,0.17703129192345432
183,F,0.6395656743604738,0.5643792436419879,0.14728128433483187,1.1037584064634114,0.4484960496082433,0.21985169718431619,0.3468508954353535
184,I,0.4524781806113981,0.5529320021654965,0.15926196624669414,0.827278471194285,0.3361524805463695,0.16478114673560956,0.2599683742636482
185,F,0.7133304668565614,0.4488608988688566,0.19946232288003218,1.3259700115321518,0.5387884781567734,0.2641128309816541,0.4166798487125259
186,F,0.5654851302144056,0.23812936484293873,0.14476636335931314,0.4047362365575691,0.1644586371133514,0.08061723289998254,0.12718646149652812
187,M,0.43439521782969015,0.5386277105082845,0.15455007194563825,0.7507809095593,0.30506881767499533,0.14954400909984672,0.2359293747902655
188,M,0.6073186325380452,0.3328354690007115,0.09817048127924709,0.41200018228623175,0.16741023498549126,0.08206409915925592,0.12946912232667598
189,F,0.5107950711164098,0.4242399318293007,0.1867058514273908,0.8400138616968003,0.34132731980208825,0.16731784063518695,0.26397041091736656
190,F,0.5581519823088388,0.47938758892398015,0.13886942450837614,0.77146490613894,0.3134734564997203,0.15366394306905556,0.24242922357313207
191,F,0.6268477237154688,0.2634547502598128,0.14824336854448572,0.5082924314621371,0.20653717898917234,0.10124403408255983,0.15972850939414301
192,I,0.4567854099839655,0.43787369422415884,0.111518224843719,0.46310258810835586,0.18817494853375424,0.09224291237092054,0.14552781335408801
193,F,0.4613386384541079,0.4033056532912067,0.09550116939782907,0.36892077318810407,0.1499055485551749,0.07348334348984503,0.11593162033981631
194,M,0.6865765580380586,0.5732898996761949,0.1705308524223461,1.3935947636068078,0.5662668049206888,0.27758264142950284,0.4379306094526804
195,F,0.3261643566174697,0.5510443498483151,0.10635092364220348,0.3968575075996444,0.16125723108747536,0.07904791127768568,0.12471060792391099
196,F,0.6897811138567184,0.40238500481962347,0.08069963077142321,0.4650449325491963,0.18896419172646223,0.09262979750749997,0.1461381859724113
197,M,0.44559481378355215,0.3794211458331239,0.15928586691253072,0.5591253507939491,0.22719239065222202,0.111369169730442,0.17570251555761637
198,I,0.5522926719112742,0.4501601689800307,0.07425596635334034,0.38329926077734305,0.1557480362276152,0.07634731705591417,0.12044999253624042
199,M,0.17994715969353836,0.5052669074915505,0.13773626351055446,0.2600066344804188,0.10564988475153947,0.0517893223145269,0.0817058637656278
200,F,0.509830228113704,0.5247914565927532,0.17953726986560484,0.9973262177029988,0.40524888978533297,0.1986520422625542,0.3134050799756301
201,M,0.5031504148262721,0.3536084727340499,0.150824377251623,0.5571374085316751,0.22638461945314603,0.11097320220919274,0.17507781403805758
202,I,0.4434854122962747,0.3676431201310399,0.16641056609950755,0.5633223231402151,0.22889776884603036,0.11220514206637983,0.1770213944063711
203,M,0.331993272399429,0.3213148692661809,0.1364729156365211,0.3022573414306928,0.12281784021116714,0.06020501326270983,0.09498294999451992
204,F,0.5143721626907752,0.38382946599969914,0.08003871715631404,0.32808484471459726,0.1333124675918004,0.06534945465291736,0.10309912160274834
205,F,0.3824895104500575,0.3631864394587777,0.202182512077379,0.5831268294930451,0.23694503970863287,0.1161498951102259,0.18324486751598398
206,F,0.686883288490629,0.33719392821433575,0.2062742796756813,0.9919232197757881,0.4030534607745952,0.19757584818129084,0.3117072132521566
207,F,0.6619288500422816,0.4091611610175127,0.18679174030070028,1.0503490867422034,0.42679395541176346,0.2092133822075898,0.3300672675495639
